Country,code2,code,Rank-2015,Happiness-Score-2015,GDP-2015,Social-Support-2015,Healthy-Life-Expectancy-2015,Freedom-2015,Trust-2015,Generosity-2015,Dystopia-2015,Region,Rank-2016,Happiness-Score-2016,GDP-2016,Social-Support-2016,Healthy-Life-Expectancy-2016,Freedom-2016,Trust-2016,Generosity-2016,Dystopia-2016,Rank-2017,Happiness-Score-2017,GDP-2017,Social-Support-2017,Healthy-Life-Expectancy-2017,Freedom-2017,Generosity-2017,Trust-2017,Dystopia-2017,Rank-2018,Happiness-Score-2018,GDP-2018,Social-Support-2018,Healthy-Life-Expectancy-2018,Freedom-2018,Generosity-2018,Trust-2018,Dystopia-2018,Rank-2019,Happiness-Score-2019,GDP-2019,Social-Support-2019,Healthy-Life-Expectancy-2019,Freedom-2019,Generosity-2019,Trust-2019,Dystopia-2019,Rank-2020,Happiness-Score-2020,GDP-2020,Social-Support-2020,Healthy-Life-Expectancy-2020,Freedom-2020,Generosity-2020,Trust-2020,Dystopia-2020,Rank-2021,Happiness-Score-2021,GDP-2021,Social-Support-2021,Healthy-Life-Expectancy-2021,Freedom-2021,Generosity-2021,Trust-2021,Dystopia-2021,Rank-2022,Happiness-Score-2022,Dystopia-2022,GDP-2022,Social-Support-2022,Healthy-Life-Expectancy-2022,Freedom-2022,Generosity-2022,Trust-2022,Rank-2023,Happiness-Score-2023,GDP-2023,Social-Support-2023,Healthy-Life-Expectancy-2023,Freedom-2023,Generosity-2023,Trust-2023,Dystopia-2023,Avg-Happiness-Score
Peru,pe,PER,58,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,Latin America and Caribbean,64,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117,63,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.126819715,0.047049087,2.20726943,65,5.663,0.934,1.249,0.674,0.53,0.092,0.034,2.15,65,5.697,0.96,1.274,0.854,0.455,0.083,0.027,2.044,63,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,63,5.84,0.986,0.833,0.623,0.536,0.087,0.031,2.744,74,5559.00,1890.00,1397.00,865.00,735.00,545.00,90,37,75,5.526,1.39,1.153,0.499,0.549,0.073,0.027,1.835,5.725600036
Belarus,by,BLR,59,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,Central and Eastern Europe,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,67,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.155137509,0.156313822,1.723232985,73,5.483,1.039,1.498,0.7,0.307,0.101,0.154,1.684,81,5.323,1.067,1.465,0.789,0.235,0.094,0.142,1.531,75,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,75,5.534,1.124,1.007,0.56,0.326,0.07,0.199,2.247,65,5821.00,1811.00,1562.00,1157.00,629.00,342.00,40,282,0,0,0,0,0,0,0,0,0,4.882987449
Poland,pl,POL,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,Central and Eastern Europe,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,46,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.158465967,0.059307806,1.797722816,42,6.123,1.176,1.448,0.781,0.546,0.108,0.064,2,40,6.182,1.206,1.438,0.884,0.483,0.117,0.05,2.004,43,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,44,6.166,1.309,0.982,0.668,0.558,0.08,0.13,2.438,48,6123.00,1693.00,1758.00,1174.00,712.00,523.00,124,140,39,6.26,1.767,1.474,0.477,0.511,0.12,0.139,1.772,6.064537481
Malaysia,my,MYS,61,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,Southeastern Asia,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384,42,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,2.004448891,35,6.322,1.161,1.258,0.669,0.356,0.311,0.059,2.508,80,5.339,1.221,1.171,0.828,0.508,0.26,0.024,1.327,82,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,81,5.384,1.259,0.797,0.587,0.624,0.27,0.064,1.784,70,5711.00,1471.00,1689.00,938.00,620.00,654.00,213,126,55,6.012,1.665,1.155,0.385,0.659,0.222,0.122,1.804,5.787537543
Croatia,hr,HRV,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,Central and Eastern Europe,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,77,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.248002976,0.04310311,1.854492426,82,5.321,1.115,1.161,0.737,0.38,0.12,0.039,1.769,75,5.432,1.155,1.266,0.914,0.296,0.119,0.022,1.66,79,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,60,5.882,1.251,1.039,0.703,0.453,0.111,0,2.325,47,6125.00,1884.00,1705.00,1183.00,709.00,535.00,109,0,48,6.125,1.727,1.455,0.475,0.5,0.087,0.003,1.88,5.600587551
Libya,ly,LBY,63,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,Middle East and Northern Africa,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374,68,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.152073666,0.09261021,1.835011244,70,5.566,0.985,1.35,0.553,0.496,0.116,0.148,1.918,72,5.525,1.044,1.303,0.673,0.416,0.133,0.152,1.804,80,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,80,5.41,1.044,0.821,0.435,0.474,0.131,0.174,2.331,86,5330.00,1544.00,1476.00,943.00,606.00,477.00,106,179,0,0,0,0,0,0,0,0,0,4.860475018
Russia,ru,RUS,64,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,Central and Eastern Europe,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,49,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.052263822,0.032962881,2.205607414,59,5.81,1.151,1.479,0.599,0.399,0.065,0.025,2.092,68,5.648,1.183,1.452,0.726,0.334,0.082,0.031,1.84,73,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,76,5.477,1.241,0.992,0.511,0.409,0.115,0.06,2.148,80,5459.00,1494.00,1685.00,1095.00,586.00,401.00,117,80,70,5.661,1.68,1.383,0.366,0.449,0.12,0.091,1.572,5.709624978
Jamaica,jm,JAM,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,Latin America and Caribbean,73,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682,76,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.233818337,0.055267781,1.612325668,56,5.89,0.819,1.493,0.693,0.575,0.096,0.031,2.183,56,5.89,0.831,1.478,0.831,0.49,0.107,0.028,2.125,60,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,37,6.309,0.891,0.932,0.599,0.618,0.099,0.035,3.135,63,5850.00,2164.00,1296.00,1045.00,646.00,567.00,80,53,68,5.703,1.305,1.329,0.411,0.587,0.079,0.039,1.954,5.776474993
North Cyprus,nc,CYN,66,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,Western Europe,62,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447,61,5.809999943,1.346911311,1.186303377,0.834647238,0.471203625,0.266845703,0.155353352,1.549157619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5.53550005,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,1.23668766,74,5.536,1.377,0.806,0.801,0.503,0.196,0.2,1.653,79,5467.00,1078.00,1815.00,888.00,819.00,523.00,130,213,0,0,0,0,0,0,0,0,0,3.543437499
Cyprus,cy,CYP,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,Western Europe,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04497,65,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.271254301,0.041237976,1.621249199,61,5.762,1.229,1.191,0.909,0.423,0.202,0.035,1.773,49,6.046,1.263,1.223,1.042,0.406,0.19,0.041,1.881,45,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,39,6.223,1.377,0.765,0.801,0.464,0.178,0.061,2.578,41,6221.00,2044.00,1815.00,909.00,819.00,448.00,123,62,46,6.13,1.824,1.224,0.58,0.455,0.104,0.05,1.893,5.896999967
Algeria,dz,DZA,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,Middle East and Northern Africa,38,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,3.40904,53,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.069436647,0.14609611,2.567603827,84,5.295,0.979,1.154,0.687,0.077,0.055,0.135,2.208,88,5.211,1.002,1.16,0.785,0.086,0.073,0.114,1.991,100,5.005099773,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729,109,4.887,0.946,0.765,0.552,0.119,0.144,0.12,2.242,96,5122.00,1744.00,1363.00,970.00,643.00,146.00,106,150,81,5.329,1.353,1.298,0.409,0.252,0.073,0.152,1.791,5.444887499
Kosovo,xk,0,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,Central and Eastern Europe,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,78,5.278999805,0.951484382,1.137853503,0.54145205,0.260287941,0.319931448,0.057471618,2.010540724,66,5.662,0.855,1.23,0.578,0.448,0.274,0.023,2.254,46,6.1,0.882,1.232,0.758,0.489,0.262,0.006,2.471,35,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714,33,6.372,0.937,0.807,0.483,0.593,0.356,0.014,3.182,32,6455.00,2631.00,1362.00,949.00,569.00,599.00,309,35,34,6.368,1.374,1.269,0.372,0.639,0.275,0.045,2.393,5.887024986
Turkmenistan,tm,TKM,70,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984,Central and Eastern Europe,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489,59,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.249924988,0.25927034,1.832909822,68,5.636,1.016,1.533,0.517,0.417,0.199,0.037,1.917,87,5.247,1.052,1.538,0.657,0.394,0.244,0.028,1.334,95,5.119100094,1.008963585,1.510476947,0.612448037,0.515236676,0.323129326,0.03350389,1.115337372,97,5.066,1.046,1.172,0.439,0.602,0.366,0.033,1.409,78,5474.00,1160.00,1484.00,1319.00,516.00,649.00,314,32,0,0,0,0,0,0,0,0,0,4.762012515
Mauritius,mu,MUS,71,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,Sub-Saharan Africa,66,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223,64,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.360933751,0.042181555,1.697583914,55,5.891,1.09,1.387,0.684,0.584,0.245,0.05,1.851,57,5.888,1.12,1.402,0.798,0.498,0.215,0.06,1.795,49,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229,2.006720543,50,6.049,1.178,0.996,0.574,0.59,0.153,0.096,2.462,52,6071.00,1969.00,1591.00,1116.00,568.00,589.00,131,107,59,5.902,1.589,1.382,0.336,0.574,0.121,0.11,1.79,5.823162494
Hong Kong,hk,HKG,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,0.65429,Eastern Asia,75,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,0.92614,0,0,0,0,0,0,0,0,0,76,5.43,1.405,1.29,1.03,0.524,0.246,0.291,0.644,76,5.43,1.438,1.277,1.122,0.44,0.258,0.287,0.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,2.724
Estonia,ee,EST,73,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,Central and Eastern Europe,72,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,1.81985,66,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.098890811,0.183248922,1.357508659,63,5.739,1.2,1.532,0.737,0.553,0.086,0.174,1.457,55,5.893,1.237,1.528,0.874,0.495,0.103,0.161,1.495,51,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,40,6.189,1.344,1.079,0.64,0.641,0.119,0.263,2.103,36,6341.00,1442.00,1793.00,1232.00,728.00,689.00,123,333,31,6.455,1.798,1.526,0.494,0.728,0.153,0.372,1.383,5.856850013
Indonesia,id,IDN,74,5.399,0.82827,1.08708,0.63793,0.46611,0,0.51535,1.86399,Southeastern Asia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171,81,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.611704588,0.015317135,1.429476976,96,5.093,0.899,1.215,0.522,0.538,0.484,0.018,1.417,92,5.192,0.931,1.203,0.66,0.491,0.498,0.028,1.381,84,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,82,5.345,0.954,0.786,0.433,0.598,0.541,0.046,1.987,87,5240.00,1300.00,1382.00,883.00,539.00,620.00,468,47,84,5.277,1.384,1.169,0.314,0.663,0.422,0.038,1.288,5.270950034
Vietnam,vn,VNM,75,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,Southeastern Asia,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,94,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.234968051,0.087633237,1.462318659,95,5.103,0.715,1.365,0.702,0.618,0.177,0.079,1.447,94,5.175,0.741,1.346,0.851,0.543,0.147,0.073,1.474,83,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,79,5.411,0.817,0.873,0.616,0.679,0.124,0.091,2.211,77,5485.00,1735.00,1252.00,932.00,611.00,707.00,143,105,65,5.763,1.349,1.212,0.381,0.741,0.134,0.122,1.824,5.287562471
Turkey,tr,TUR,76,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,Middle East and Northern Africa,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,69,5.5,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945,74,5.483,1.148,1.38,0.686,0.324,0.106,0.109,1.73,79,5.373,1.183,1.36,0.808,0.195,0.083,0.106,1.638,93,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,104,4.948,1.26,0.809,0.59,0.236,0.097,0.104,1.852,112,4744.00,1059.00,1707.00,865.00,702.00,209.00,87,115,0,0,0,0,0,0,0,0,0,4.644600022
Kyrgyzstan,kg,KGZ,77,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,Central and Eastern Europe,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136,98,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.428580374,0.039439179,1.536723137,92,5.131,0.53,1.416,0.594,0.54,0.281,0.035,1.735,86,5.261,0.551,1.438,0.723,0.508,0.3,0.023,1.718,74,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652,67,5.744,0.665,0.971,0.501,0.673,0.266,0.02,2.648,64,5828.00,2087.00,1069.00,1109.00,638.00,693.00,208,25,62,5.825,1.061,1.439,0.417,0.735,0.234,0.018,1.92,5.372187535
Nigeria,ng,NGA,78,5.268,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233,2.89319,Sub-Saharan Africa,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,95,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.230947196,0.026121566,2.365390539,91,5.155,0.689,1.172,0.048,0.462,0.201,0.032,2.551,85,5.265,0.696,1.111,0.245,0.426,0.215,0.041,2.531,115,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487,116,4.759,0.663,0.625,0.051,0.433,0.212,0.039,2.736,118,4552.00,1784.00,1079.00,732.00,300.00,444.00,175,38,95,4.981,1.065,1.007,0.092,0.448,0.176,0.013,2.181,5.012637499
Bhutan,bt,BTN,79,5.253,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,1.63794,Southern Asia,84,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,97,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.474054545,0.17338039,1.140184402,97,5.082,0.796,1.335,0.527,0.541,0.364,0.171,1.348,95,5.082,0.813,1.321,0.604,0.457,0.37,0.167,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,3.20300002
Azerbaijan,az,AZE,80,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,Central and Eastern Europe,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,85,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.04526934,0.180987507,1.762481689,87,5.201,1.024,1.161,0.603,0.43,0.031,0.176,1.776,90,5.208,1.043,1.147,0.769,0.351,0.035,0.182,1.681,89,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971,90,5.171,1.025,0.841,0.541,0.526,0.043,0.276,1.919,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,4.560225047
Pakistan,pk,PAK,81,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,3.10709,Southern Asia,92,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286,80,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.315446019,0.124348067,2.79248929,75,5.472,0.652,0.81,0.424,0.334,0.216,0.113,2.923,67,5.653,0.677,0.886,0.535,0.313,0.22,0.098,2.924,66,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,105,4.934,0.637,0.423,0.322,0.418,0.252,0.097,2.784,121,4516.00,1940.00,1049.00,413.00,374.00,448.00,181,112,108,4.555,1.081,0.657,0.158,0.511,0.141,0.102,1.907,5.237787478
Jordan,jo,JOR,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,Middle East and Northern Africa,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,74,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.17217046,0.119803272,1.791176558,90,5.161,0.822,1.265,0.645,0.468,0.13,0.134,1.697,101,4.906,0.837,1.225,0.815,0.383,0.11,0.13,1.406,119,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,127,4.395,0.89,0.685,0.583,0.455,0.079,0.15,1.553,134,4152.00,695.00,1324.00,724.00,675.00,476.00,58,200,123,4.12,1.292,0.98,0.438,0.517,0.056,0.173,0.663,4.880799991
Montenegro,me,MNE,82,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,Central and Eastern Europe,88,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531,83,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.197911024,0.088174194,1.729191542,81,5.347,1.017,1.279,0.729,0.259,0.111,0.081,1.871,73,5.523,1.051,1.361,0.871,0.197,0.142,0.08,1.821,72,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,72,5.581,1.155,0.891,0.637,0.397,0.166,0.081,2.254,75,5547.00,1619.00,1573.00,1023.00,659.00,460.00,135,77,67,5.722,1.537,1.385,0.424,0.563,0.17,0.061,1.581,5.413637516
China,cn,CHN,84,5.14,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,Eastern Asia,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,79,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,1.764938593,86,5.246,0.989,1.142,0.799,0.597,0.029,0.103,1.587,93,5.191,1.029,1.125,0.893,0.521,0.058,0.1,1.465,94,5.123899937,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,84,5.339,1.061,0.785,0.665,0.636,0.093,0.117,1.982,72,5585.00,1516.00,1508.00,958.00,705.00,656.00,99,142,64,5.818,1.51,1.249,0.468,0.666,0.115,0.145,1.666,5.296987463
Zambia,zm,ZMB,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,Sub-Saharan Africa,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,116,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.249580145,0.07821355,1.826705456,125,4.377,0.562,1.047,0.295,0.503,0.221,0.082,1.667,138,4.107,0.578,1.058,0.426,0.431,0.247,0.087,1.28,141,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,137,4.073,0.528,0.552,0.231,0.487,0.227,0.074,1.975,137,3760.00,1135.00,930.00,577.00,306.00,525.00,203,83,128,3.982,0.914,0.89,0.095,0.545,0.189,0.08,1.27,4.342049979
Romania,ro,ROU,86,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,Central and Eastern Europe,71,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184,57,5.824999809,1.217683911,1.15009129,0.685158312,0.457003742,0.133519918,0.004387901,2.176831484,52,5.945,1.116,1.219,0.726,0.528,0.088,0.001,2.267,48,6.07,1.162,1.232,0.825,0.462,0.083,0.005,2.301,47,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767,46,6.14,1.275,0.832,0.595,0.564,0.045,0.001,2.83,28,6477.00,2446.00,1719.00,1006.00,655.00,605.00,39,6,24,6.589,1.726,1.28,0.423,0.631,0.044,0,2.485,5.918087494
Serbia,rs,SRB,87,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,Central and Eastern Europe,86,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539,73,5.394999981,1.069317579,1.258189797,0.650784671,0.208715528,0.220125884,0.040903781,1.947084427,78,5.398,0.975,1.369,0.685,0.288,0.134,0.043,1.904,70,5.603,1.004,1.383,0.854,0.282,0.137,0.039,1.904,64,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,48,6.078,1.101,0.924,0.634,0.482,0.189,0.066,2.682,43,6178.00,2031.00,1550.00,1086.00,658.00,546.00,219,88,45,6.144,1.552,1.343,0.424,0.617,0.246,0.081,1.881,5.587025016
Portugal,pt,PRT,88,5.102,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,Western Europe,94,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,89,5.195000172,1.315175295,1.367043018,0.795843542,0.4984653,0.095102713,0.015869452,1.107682705,77,5.41,1.188,1.429,0.884,0.562,0.055,0.017,1.275,66,5.693,1.221,1.431,0.999,0.508,0.047,0.025,1.462,59,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,58,5.929,1.323,0.939,0.76,0.621,0.029,0.033,2.225,56,6016.00,1691.00,1760.00,1078.00,777.00,655.00,16,39,56,5.968,1.758,1.356,0.537,0.693,0.031,0.037,1.556,5.541362536
Latvia,lv,LVA,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,Central and Eastern Europe,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,54,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.153074786,0.073842727,1.993655205,53,5.933,1.148,1.454,0.671,0.363,0.092,0.066,2.139,53,5.94,1.187,1.465,0.812,0.264,0.075,0.064,2.073,57,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,51,6.032,1.285,1.047,0.587,0.405,0.082,0.089,2.536,42,6180.00,1923.00,1732.00,1221.00,637.00,502.00,75,90,41,6.213,1.737,1.505,0.405,0.58,0.107,0.071,1.808,5.821999964
Philippines,ph,PHL,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,Southeastern Asia,82,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484,72,5.429999828,0.857699215,1.253917575,0.468009055,0.585214674,0.193513423,0.099331893,1.972604752,71,5.524,0.775,1.312,0.513,0.643,0.12,0.105,2.056,69,5.631,0.807,1.293,0.657,0.558,0.117,0.107,2.092,52,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886,61,5.88,0.853,0.828,0.426,0.651,0.125,0.126,2.872,60,5904.00,2283.00,1268.00,912.00,514.00,678.00,107,142,76,5.523,1.238,1.108,0.286,0.714,0.104,0.141,1.931,5.543249984
Somaliland region,so,PHL,91,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,2.11032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.632125
Morocco,ma,MAR,92,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,Middle East and Northern Africa,90,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891,84,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.032209955,0.087763183,2.456189394,85,5.254,0.779,0.797,0.669,0.46,0.026,0.074,2.449,89,5.208,0.801,0.782,0.782,0.418,0.036,0.076,2.313,97,5.094799995,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472,106,4.918,0.792,0.219,0.558,0.477,0.034,0.088,2.749,100,5060.00,2405.00,1208.00,268.00,565.00,492.00,20,102,100,4.903,1.236,0.535,0.337,0.54,0.013,0.085,2.158,5.097100016
Macedonia,mk,MAR,93,5.007,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,Central and Eastern Europe,95,5.121,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947,92,5.175000191,1.064577937,1.207893014,0.644948184,0.325905979,0.253760964,0.060277794,1.617469311,89,5.185,0.959,1.239,0.691,0.394,0.173,0.052,1.677,0,0,0,0,0,0,0,0,0,90,5.159800053,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059,1.617594957,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,3.205975031
